Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	ORF	Symbol	ID
LINF_230023000	LINF_230023000-T1	Leishmania infantum JPCM5	"LinJ.23:674,621..675,820(+)"	mitochondrial carrier protein-like protein	protein coding	LinJ23.1590	N/A	4771007
LINF_230023100	LINF_230023100-T1	Leishmania infantum JPCM5	"LinJ.23:680,154..685,760(+)"	DNA polymerase theta (helicase domain only) - putative	protein coding	LinJ23.1600	N/A	4771008
LINF_230023200	LINF_230023200-T1	Leishmania infantum JPCM5	"LinJ.23:686,564..687,061(+)"	hypothetical protein - conserved	protein coding	LinJ23.1610	N/A	4771009
LINF_230023300	LINF_230023300-T1	Leishmania infantum JPCM5	"LinJ.23:687,700..688,341(+)"	Ran-binding protein - putative	protein coding	LinJ23.1620	N/A	4771010
LINF_230023350	LINF_230023350-T1	Leishmania infantum JPCM5	"LinJ.23:689,257..690,067(+)"	aminoacyclase - putative	protein coding	LinJ23.1630	N/A	4771011
LINF_230023400	LINF_230023400-T1	Leishmania infantum JPCM5	"LinJ.23:692,174..692,917(+)"	2Fe-2S iron-sulfur cluster binding domain containing protein - putative	protein coding	LinJ23.1640	N/A	4771012
LINF_230023500	LINF_230023500-T1	Leishmania infantum JPCM5	"LinJ.23:695,209..696,174(+)"	palmitoyl acyltransferase 12 - putative	protein coding	LinJ23.1650	N/A	4771013
LINF_230023600	LINF_230023600-T1	Leishmania infantum JPCM5	"LinJ.23:697,252..698,604(+)"	DHHC zinc finger domain-like protein	protein coding	LinJ23.1660	N/A	4771014
LINF_230023700	LINF_230023700-T1	Leishmania infantum JPCM5	"LinJ.23:700,731..702,638(+)"	DHHC palmitoyltransferase - putative	protein coding	LinJ23.1670	N/A	4771016
LINF_230023800	LINF_230023800-T1	Leishmania infantum JPCM5	"LinJ.23:704,166..709,340(+)"	Inositol hexakisphosphate - putative	protein coding	LinJ23.1680	N/A	4771017
LINF_230023900	LINF_230023900-T1	Leishmania infantum JPCM5	"LinJ.23:710,930..711,787(+)"	hypothetical protein - conserved	protein coding	LinJ23.1690	N/A	4771018
LINF_230024000	LINF_230024000-T1	Leishmania infantum JPCM5	"LinJ.23:712,899..713,618(+)"	hypothetical protein - conserved	protein coding	LinJ23.1700	N/A	4771019
LINF_230024100	LINF_230024100-T1	Leishmania infantum JPCM5	"LinJ.23:714,627..716,600(+)"	Meckel syndrome type 1 protein - putative	protein coding	LinJ23.1710	mks1	4771020
LINF_230024200	LINF_230024200-T1	Leishmania infantum JPCM5	"LinJ.23:717,393..717,785(+)"	hypothetical protein - conserved	protein coding	LinJ23.1720	N/A	4771022
LINF_230024300	LINF_230024300-T1	Leishmania infantum JPCM5	"LinJ.23:718,485..718,901(+)"	hypothetical protein - conserved	protein coding	LinJ23.1730	N/A	4771023
LINF_230024400	LINF_230024400-T1	Leishmania infantum JPCM5	"LinJ.23:720,308..721,504(+)"	RING-H2 zinc finger/Ring finger domain/Zinc finger - C3HC4 type (RING finger) containing protein - putative	protein coding	LinJ23.1740	N/A	4771024
LINF_230024500	LINF_230024500-T1	Leishmania infantum JPCM5	"LinJ.23:722,288..723,040(+)"	Qb-SNARE protein - putative	protein coding	LinJ23.1750	N/A	4771025
LINF_230024600	LINF_230024600-T1	Leishmania infantum JPCM5	"LinJ.23:724,222..725,070(+)"	Qb-SNARE protein - putative	protein coding	LinJ23.1760	N/A	4771026
LINF_230024700	LINF_230024700-T1	Leishmania infantum JPCM5	"LinJ.23:726,389..728,947(+)"	hypothetical protein - conserved	protein coding	LinJ23.1770	N/A	4771027
LINF_240004000	LINF_240004000-T1	Leishmania infantum JPCM5	"LinJ.24:4,053..5,408(+)"	pyruvate dehydrogenase (lipoamide) kinase - putative	protein coding	LinJ24.0010	N/A	4771028
LINF_240005000	LINF_240005000-T1	Leishmania infantum JPCM5	"LinJ.24:6,086..7,537(+)"	clathrin coat assembly protein - putative	protein coding	LinJ24.0020	N/A	4771029
LINF_240005100	LINF_240005100-T1	Leishmania infantum JPCM5	"LinJ.24:8,003..8,503(+)"	hypothetical protein - conserved	protein coding	LinJ24.0030	N/A	4771030
LINF_240005200	LINF_240005200-T1	Leishmania infantum JPCM5	"LinJ.24:8,911..9,411(+)"	Ribosomal protein L22p/L17e - putative	protein coding	LinJ24.0040	N/A	4771031
LINF_240005300	LINF_240005300-T1	Leishmania infantum JPCM5	"LinJ.24:9,866..11,266(+)"	hypothetical protein - conserved	protein coding	LinJ24.0050	N/A	4771032
LINF_240005400	LINF_240005400-T1	Leishmania infantum JPCM5	"LinJ.24:11,878..13,080(+)"	hypothetical protein - conserved	protein coding	LinJ24.0060	N/A	4771033
LINF_240005500	LINF_240005500-T1	Leishmania infantum JPCM5	"LinJ.24:14,012..15,331(+)"	hypothetical protein - conserved	protein coding	LinJ24.0070	N/A	4771034
LINF_240005600	LINF_240005600-T1	Leishmania infantum JPCM5	"LinJ.24:16,135..17,571(+)"	Zinc finger - C3HC4 type (RING finger)/Ring finger domain containing protein - putative	protein coding	LinJ24.0080	N/A	4771035
LINF_240009400	LINF_240009400-T1	Leishmania infantum JPCM5	"LinJ.24:166,647..167,210(+)"	ubiquitin-activating enzyme - putative	protein coding	LinJ24.0130	N/A	4771039
LINF_240011100	LINF_240011100-T1	Leishmania infantum JPCM5	"LinJ.24:219,314..222,622(+)"	hypothetical protein	protein coding	LinJ24.0260	N/A	4771052
LINF_240011800	LINF_240011800-T1	Leishmania infantum JPCM5	"LinJ.24:246,278..247,921(+)"	myo-inositol/proton symporter (MIT)	protein coding	LinJ24.0330	N/A	4771059
LINF_240012100	LINF_240012100-T1	Leishmania infantum JPCM5	"LinJ.24:257,055..258,371(+)"	Protein of unknown function (DUF523) - putative	protein coding	LinJ24.0360	N/A	4771063
LINF_240012900	LINF_240012900-T1	Leishmania infantum JPCM5	"LinJ.24:285,003..285,935(+)"	hypothetical protein - conserved	protein coding	LinJ24.0440	N/A	4771071
LINF_240013000	LINF_240013000-T1	Leishmania infantum JPCM5	"LinJ.24:286,456..288,204(+)"	hypothetical protein - conserved	protein coding	LinJ24.0450	N/A	4771073
LINF_240013100	LINF_240013100-T1	Leishmania infantum JPCM5	"LinJ.24:288,978..290,777(+)"	hypothetical protein - conserved	protein coding	LinJ24.0460	N/A	4771074
LINF_240013200	LINF_240013200-T1	Leishmania infantum JPCM5	"LinJ.24:291,618..293,330(+)"	phosphotransferase - putative	protein coding	LinJ24.0470	N/A	4771075
LINF_240013300	LINF_240013300-T1	Leishmania infantum JPCM5	"LinJ.24:294,529..302,742(+)"	inositol polyphosphate phosphatase - putative	protein coding	LinJ24.0480	N/A	4771076
LINF_240013400	LINF_240013400-T1	Leishmania infantum JPCM5	"LinJ.24:304,061..306,496(+)"	Mitochondrial SSU ribosomal protein - putative	protein coding	LinJ24.0490	N/A	4771077
LINF_240013700	LINF_240013700-T1	Leishmania infantum JPCM5	"LinJ.24:309,712..310,467(+)"	triosephosphate isomerase	protein coding	LinJ24.0510	TIM	4771079
LINF_240013800	LINF_240013800-T1	Leishmania infantum JPCM5	"LinJ.24:311,812..312,846(+)"	hypothetical protein - conserved	protein coding	LinJ24.0520	N/A	4771080
LINF_240013900	LINF_240013900-T1	Leishmania infantum JPCM5	"LinJ.24:313,475..314,158(+)"	emp24/gp25L/p24 family/GOLD - putative	protein coding	LinJ24.0530	N/A	4771081
LINF_240014000	LINF_240014000-T1	Leishmania infantum JPCM5	"LinJ.24:315,330..315,683(+)"	hypothetical protein - conserved	protein coding	LinJ24.0540	N/A	4771082
LINF_240014100	LINF_240014100-T1	Leishmania infantum JPCM5	"LinJ.24:317,486..320,995(+)"	DNA polymerase theta (polymerase domain only) - putative	protein coding	LinJ24.0550	POLQ	4771083
LINF_240014400	LINF_240014400-T1	Leishmania infantum JPCM5	"LinJ.24:329,357..330,757(+)"	hypothetical protein - conserved	protein coding	LinJ24.0580	N/A	4771086
LINF_240014500	LINF_240014500-T1	Leishmania infantum JPCM5	"LinJ.24:331,354..334,179(+)"	hypothetical protein - conserved	protein coding	LinJ24.0590	N/A	4771087
LINF_240014600	LINF_240014600-T1	Leishmania infantum JPCM5	"LinJ.24:334,973..335,320(+)"	Archaic Translocase of outer membrane 14 kDa subunit - putative	protein coding	LinJ24.0600	ATOM14	4771088
LINF_240014700	LINF_240014700-T1	Leishmania infantum JPCM5	"LinJ.24:336,376..337,572(+)"	Rab-GTPase-TBC domain containing protein - putative	protein coding	LinJ24.0610	N/A	4771089
LINF_240014800	LINF_240014800-T1	Leishmania infantum JPCM5	"LinJ.24:338,714..341,659(+)"	hypothetical protein - conserved	protein coding	LinJ24.0620	N/A	4771090
LINF_240014900	LINF_240014900-T1	Leishmania infantum JPCM5	"LinJ.24:342,224..344,518(+)"	hypothetical protein - conserved	protein coding	LinJ24.0630	N/A	4771091
LINF_240015000	LINF_240015000-T1	Leishmania infantum JPCM5	"LinJ.24:345,884..350,617(+)"	hypothetical protein - conserved	protein coding	LinJ24.0640	N/A	4771092
LINF_240015100	LINF_240015100-T1	Leishmania infantum JPCM5	"LinJ.24:351,396..353,378(+)"	replication factor C - subunit 1 - putative	protein coding	LinJ24.0650	N/A	4771093
LINF_240015200	LINF_240015200-T1	Leishmania infantum JPCM5	"LinJ.24:354,054..355,697(+)"	hypothetical protein - conserved	protein coding	LinJ24.0660	N/A	4771094
LINF_240015300	LINF_240015300-T1	Leishmania infantum JPCM5	"LinJ.24:356,623..357,906(+)"	Mnd1 family - putative	protein coding	LinJ24.0670	N/A	4771095
LINF_240015400	LINF_240015400-T1	Leishmania infantum JPCM5	"LinJ.24:359,066..362,011(+)"	F-box domain/F-box-like/Kelch motif/Galactose oxidase - central domain containing protein - putative	protein coding	LinJ24.0680	N/A	4771096
LINF_240015500	LINF_240015500-T1	Leishmania infantum JPCM5	"LinJ.24:362,624..363,256(+)"	dynein light chain - putative	protein coding	LinJ24.0690	N/A	4771097
LINF_240015600	LINF_240015600-T1	Leishmania infantum JPCM5	"LinJ.24:364,184..366,940(+)"	hypothetical protein - conserved	protein coding	LinJ24.0700	N/A	4771098
LINF_240015700	LINF_240015700-T1	Leishmania infantum JPCM5	"LinJ.24:368,509..372,330(+)"	SNF2 family protein	protein coding	LinJ24.0710	N/A	4771099
LINF_240015800	LINF_240015800-T1	Leishmania infantum JPCM5	"LinJ.24:373,061..374,587(+)"	AKAP7 2'5' RNA ligase-like domain containing protein - putative	protein coding	LinJ24.0720	N/A	4771100
LINF_240015900	LINF_240015900-T1	Leishmania infantum JPCM5	"LinJ.24:375,641..383,200(+)"	hypothetical protein - conserved	protein coding	LinJ24.0730	N/A	4771101
LINF_240016000	LINF_240016000-T1	Leishmania infantum JPCM5	"LinJ.24:384,300..385,607(+)"	DNAJ domain protein - putative	protein coding	LinJ24.0740	N/A	4771102
LINF_240016100	LINF_240016100-T1	Leishmania infantum JPCM5	"LinJ.24:387,170..388,723(+)"	hypothetical protein - conserved	protein coding	LinJ24.0750	N/A	4771103
LINF_240016200	LINF_240016200-T1	Leishmania infantum JPCM5	"LinJ.24:390,084..393,344(+)"	pre-mRNA-splicing factor ATP-dependent RNA helicase - putative	protein coding	LinJ24.0760	N/A	4771104
LINF_240016300	LINF_240016300-T1	Leishmania infantum JPCM5	"LinJ.24:394,756..398,307(+)"	formin-like protein	protein coding	LinJ24.0770	N/A	4771106
LINF_240016400	LINF_240016400-T1	Leishmania infantum JPCM5	"LinJ.24:402,505..405,270(+)"	hypothetical protein - conserved	protein coding	LinJ24.0780	N/A	4771107
LINF_240016500	LINF_240016500-T1	Leishmania infantum JPCM5	"LinJ.24:406,825..409,233(+)"	hypothetical protein - conserved	protein coding	LinJ24.0790	N/A	4771108
LINF_240016600	LINF_240016600-T1	Leishmania infantum JPCM5	"LinJ.24:410,641..413,607(+)"	actin-interacting protein-like protein	protein coding	LinJ24.0800	N/A	4771109
LINF_240016700	LINF_240016700-T1	Leishmania infantum JPCM5	"LinJ.24:414,553..415,515(+)"	hypothetical protein - conserved	protein coding	LinJ24.0810	N/A	4771110
LINF_240016800	LINF_240016800-T1	Leishmania infantum JPCM5	"LinJ.24:416,362..420,894(+)"	DNA-directed RNA polymerase - mitochondrial	protein coding	LinJ24.0820	MTRNAP	4771111
LINF_240016900	LINF_240016900-T1	Leishmania infantum JPCM5	"LinJ.24:421,942..425,040(+)"	hypothetical protein - conserved	protein coding	LinJ24.0830	N/A	4771112
LINF_240017000	LINF_240017000-T1	Leishmania infantum JPCM5	"LinJ.24:431,228..434,761(+)"	hypothetical protein - conserved	protein coding	LinJ24.0840	N/A	4771113
LINF_240017050	LINF_240017050-T1	Leishmania infantum JPCM5	"LinJ.24:435,330..436,076(+)"	Surfeit locus protein 6 - putative	protein coding	LinJ24.0850	N/A	4771114
LINF_240017100	LINF_240017100-T1	Leishmania infantum JPCM5	"LinJ.24:436,957..437,898(+)"	Inhibitor of apoptosis-promoting Bax1 - putative	protein coding	LinJ24.0860	N/A	4771115
LINF_240017200	LINF_240017200-T1	Leishmania infantum JPCM5	"LinJ.24:439,658..440,632(+)"	hypothetical protein - conserved	protein coding	LinJ24.0870	N/A	4771116
LINF_240017300	LINF_240017300-T1	Leishmania infantum JPCM5	"LinJ.24:441,294..441,617(+)"	translation factor sui1 - putative	protein coding	LinJ24.0880	EIF1	4771117
LINF_240017400	LINF_240017400-T1	Leishmania infantum JPCM5	"LinJ.24:444,747..446,378(+)"	RNA-binding protein 38 - putative	protein coding	LinJ24.0890	RBP38	4771118
LINF_240017500	LINF_240017500-T1	Leishmania infantum JPCM5	"LinJ.24:448,394..450,682(+)"	hypothetical protein - conserved	protein coding	LinJ24.0900	N/A	4771119
LINF_240017600	LINF_240017600-T1	Leishmania infantum JPCM5	"LinJ.24:451,621..453,447(+)"	hypothetical protein - conserved	protein coding	LinJ24.0910	N/A	4771120
LINF_240017700	LINF_240017700-T1	Leishmania infantum JPCM5	"LinJ.24:455,165..455,725(+)"	amastin-like surface protein-like protein	protein coding	LinJ24.0920	N/A	4771121
LINF_240017800	LINF_240017800-T1	Leishmania infantum JPCM5	"LinJ.24:458,630..459,148(+)"	amastin-like surface protein-like protein	protein coding	LinJ24.0930	N/A	4771122
LINF_240017900	LINF_240017900-T1	Leishmania infantum JPCM5	"LinJ.24:461,113..461,637(+)"	amastin-like surface protein-like protein	protein coding	LinJ24.0940	N/A	4771123
LINF_240018000	LINF_240018000-T1	Leishmania infantum JPCM5	"LinJ.24:465,620..466,180(+)"	amastin-like surface protein-like protein	protein coding	LinJ24.0950	N/A	4771124
LINF_240018100	LINF_240018100-T1	Leishmania infantum JPCM5	"LinJ.24:470,204..474,379(+)"	WASH complex subunit 7 - N-terminal/WASH complex subunit 7/WASH complex subunit 7 - C-terminal - putative	protein coding	LinJ24.0960	N/A	4771125
LINF_240018200	LINF_240018200-T1	Leishmania infantum JPCM5	"LinJ.24:475,611..478,037(+)"	DNAJ-domain protein - putative	protein coding	LinJ24.0970	N/A	4771126
LINF_240018300	LINF_240018300-T1	Leishmania infantum JPCM5	"LinJ.24:482,766..483,530(+)"	hypothetical protein - conserved	protein coding	LinJ24.0980	N/A	4771127
LINF_240018400	LINF_240018400-T1	Leishmania infantum JPCM5	"LinJ.24:483,917..484,510(+)"	cyclophilin 8 - putative	protein coding	LinJ24.0990	CYP8	4771128
LINF_240018500	LINF_240018500-T1	Leishmania infantum JPCM5	"LinJ.24:485,062..485,394(+)"	Transport protein particle (TRAPP) component - putative	protein coding	LinJ24.1000	N/A	4771129
LINF_240018600	LINF_240018600-T1	Leishmania infantum JPCM5	"LinJ.24:485,685..485,942(+)"	hypothetical protein - conserved	protein coding	LinJ24.1010	N/A	4771130
LINF_240018700	LINF_240018700-T1	Leishmania infantum JPCM5	"LinJ.24:486,380..489,055(+)"	translation initiation factor IF-2 - putative	protein coding	LinJ24.1020	N/A	4771131
LINF_240018800	LINF_240018800-T1	Leishmania infantum JPCM5	"LinJ.24:489,557..492,223(+)"	IQ calmodulin-binding motif containing protein - putative	protein coding	LinJ24.1030	N/A	4771132
LINF_240018900	LINF_240018900-T1	Leishmania infantum JPCM5	"LinJ.24:493,921..496,635(+)"	High-temperature-induced dauer-formation protein/Dyggve-Melchior-Clausen syndrome protein - putative	protein coding	LinJ24.1040	N/A	4771133
LINF_240019100	LINF_240019100-T1	Leishmania infantum JPCM5	"LinJ.24:499,701..501,311(+)"	histone deacetylase - putative	protein coding	LinJ24.1050	N/A	4771134
LINF_240019200	LINF_240019200-T1	Leishmania infantum JPCM5	"LinJ.24:503,499..504,686(+)"	Zinc finger - C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/EF-hand domain pair/EF-hand domain/EF hand/Secreted protein acidic and rich in cysteine Ca binding region containing protein - putative	protein coding	LinJ24.1060	N/A	4771135
LINF_240019400	LINF_240019400-T1	Leishmania infantum JPCM5	"LinJ.24:509,686..510,288(+)"	hypothetical protein - conserved	protein coding	LinJ24.1080	N/A	4771137
LINF_240019500	LINF_240019500-T1	Leishmania infantum JPCM5	"LinJ.24:512,314..515,181(+)"	hypothetical protein - conserved	protein coding	LinJ24.1090	N/A	4771138
LINF_240019600	LINF_240019600-T1	Leishmania infantum JPCM5	"LinJ.24:516,224..520,333(+)"	mismatch repair protein - putative	protein coding	LinJ24.1100	N/A	4771139
LINF_240019700	LINF_240019700-T1	Leishmania infantum JPCM5	"LinJ.24:522,374..532,198(+)"	kinesin - putative	protein coding	LinJ24.1110	N/A	4771140
LINF_240019800	LINF_240019800-T1	Leishmania infantum JPCM5	"LinJ.24:532,876..535,617(+)"	hypothetical protein - conserved	protein coding	LinJ24.1120	N/A	4771141
LINF_240019900	LINF_240019900-T1	Leishmania infantum JPCM5	"LinJ.24:540,100..541,713(+)"	HpcH/HpaI aldolase/citrate lyase family - putative	protein coding	LinJ24.1130	N/A	4771143
LINF_240020000	LINF_240020000-T1	Leishmania infantum JPCM5	"LinJ.24:542,524..544,332(+)"	NPK1-related protein kinase-like	protein coding	LinJ24.1140	N/A	4771144
LINF_240020050	LINF_240020050-T1	Leishmania infantum JPCM5	"LinJ.24:546,630..556,748(+)"	multi drug resistance protein-like��	protein coding	LinJ30.1840	N/A	4772879
LINF_240020200	LINF_240020200-T1	Leishmania infantum JPCM5	"LinJ.24:561,695..570,457(+)"	hypothetical protein - conserved	protein coding	LinJ24.1150	N/A	4771145
LINF_240020300	LINF_240020300-T1	Leishmania infantum JPCM5	"LinJ.24:573,140..575,032(+)"	hypothetical protein - conserved	protein coding	LinJ24.1160	N/A	4771146
LINF_240020400	LINF_240020400-T1	Leishmania infantum JPCM5	"LinJ.24:575,472..576,776(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ24.1170	N/A	4771147
LINF_240020500	LINF_240020500-T1	Leishmania infantum JPCM5	"LinJ.24:578,085..578,597(+)"	translationally controlled tumor protein (TCTP) - putative	protein coding	LinJ24.1180	N/A	4771148
LINF_240020600	LINF_240020600-T1	Leishmania infantum JPCM5	"LinJ.24:580,077..580,589(+)"	translationally controlled tumor protein (TCTP) - putative	protein coding	LinJ24.1190	N/A	4771149
LINF_240020700	LINF_240020700-T1	Leishmania infantum JPCM5	"LinJ.24:582,318..585,773(+)"	SAP domain/ERCC4 domain containing protein - putative	protein coding	LinJ24.1200	N/A	4771150
LINF_240020800	LINF_240020800-T1	Leishmania infantum JPCM5	"LinJ.24:588,280..593,307(+)"	ATP-dependent DEAD/H DNA helicase recQ - putative	protein coding	LinJ24.1210	N/A	4771151
LINF_240024700	LINF_240024700-T1	Leishmania infantum JPCM5	"LinJ.24:706,692..708,302(-)"	hypothetical protein - conserved	protein coding	LinJ24.1230	N/A	4771153
LINF_240024800	LINF_240024800-T1	Leishmania infantum JPCM5	"LinJ.24:709,853..713,713(-)"	hypothetical protein - conserved	protein coding	LinJ24.1240	N/A	4771154
LINF_240024900	LINF_240024900-T1	Leishmania infantum JPCM5	"LinJ.24:718,948..721,749(-)"	cyclin 11 - putative	protein coding	LinJ24.1250	CYC11	4771155
LINF_240025000	LINF_240025000-T1	Leishmania infantum JPCM5	"LinJ.24:732,200..734,176(-)"	cyclin 10	protein coding	LinJ24.1260	CYC10	4771156
LINF_240025100	LINF_240025100-T1	Leishmania infantum JPCM5	"LinJ.24:736,232..738,718(-)"	WD domain - G-beta repeat/PFU (PLAA family ubiquitin binding) - putative	protein coding	LinJ24.1270	N/A	4771157
LINF_240025200	LINF_240025200-T1	Leishmania infantum JPCM5	"LinJ.24:739,235..740,692(-)"	hypothetical protein - conserved	protein coding	LinJ24.1280	N/A	4771158
LINF_240025300	LINF_240025300-T1	Leishmania infantum JPCM5	"LinJ.24:741,197..741,562(-)"	hypothetical protein - conserved	protein coding	LinJ24.1290	N/A	4771159
